area_sqft,bedrooms,bathrooms,stories,parking,age_years,latitude,longitude,distance_to_city_km,distance_to_school_km,distance_to_hospital_km,schools_within_2km,nearest_school_km,hospitals_within_2km,nearest_hospital_km,metro_within_2km,nearest_metro_km,parks_within_2km,shopping_within_2km,supermarkets_within_2km,crime_rate,property_tax,income_index,location,furnishing,has_garden,has_pool,price
1927.5,3,3,2,2,34.5,19.13755,72.77662,12.61,0.62,0.87,9,0.62,3,0.87,1,0.99,2,1,2,0.2847,94414.0,0.8061,Mumbai,Furnished,Yes,Yes,16461625.0
1478.6,3,3,1,1,5.0,28.67896,77.21819,7.28,0.25,0.69,12,0.25,3,0.69,2,1.26,1,2,3,0.102,57928.0,0.3022,Delhi,Semi-Furnished,Yes,No,11902536.0
1742.0,3,2,3,2,34.5,12.99694,80.22422,10.76,0.46,0.48,10,0.46,1,0.48,4,1.44,1,6,1,0.0837,51975.0,0.6772,Chennai,Semi-Furnished,No,No,8638018.0
3073.4,5,4,2,3,1.5,28.73124,77.18467,13.24,0.76,0.57,2,0.76,7,0.57,3,0.94,5,2,6,0.1487,111018.0,0.5537,Delhi,Furnished,No,Yes,24943696.0
1739.7,2,2,2,2,2.0,18.56724,73.91653,8.17,0.27,0.66,8,0.27,6,0.66,1,1.08,3,4,9,0.1865,67634.0,0.6761,Pune,Semi-Furnished,Yes,No,11786585.0
2119.0,3,3,3,2,12.2,28.59139,77.26648,6.13,0.23,0.61,12,0.23,7,0.61,3,0.51,3,3,4,0.2383,103992.0,0.765,Delhi,Furnished,No,No,17706633.0
1699.0,4,3,2,0,4.8,13.10408,77.42796,23.26,0.86,1.71,2,0.86,1,1.71,1,2.75,0,0,1,0.215,56832.0,0.3708,Bangalore,Unfurnished,No,No,9766498.0
1899.2,4,3,2,2,2.6,13.11347,80.16863,11.55,0.54,0.81,10,0.54,2,0.81,3,1.38,1,2,3,0.607,58204.0,0.5845,Chennai,Semi-Furnished,Yes,No,10211151.0
1853.9,3,3,1,2,5.9,13.1035,80.30399,4.28,0.2,0.55,12,0.2,7,0.55,0,1.24,1,3,6,0.093,66898.0,0.4503,Chennai,Semi-Furnished,No,Yes,10805915.0
2141.4,3,3,2,1,13.7,12.9124,77.65651,9.38,0.2,0.92,10,0.2,2,0.92,3,0.79,6,1,2,0.197,69005.0,0.6538,Bangalore,Unfurnished,Yes,No,14796671.0
2607.4,4,3,3,1,1.0,13.14831,80.31109,8.49,0.67,0.52,12,0.67,7,0.52,1,1.43,1,2,4,0.3636,75000.0,0.5484,Chennai,Unfurnished,Yes,Yes,16310609.0
2920.8,4,3,4,1,4.2,13.07758,80.24495,2.84,0.57,0.89,10,0.57,5,0.89,2,1.15,2,2,4,0.6914,105505.0,0.4939,Chennai,Furnished,No,No,14162681.0
2051.3,3,3,2,1,0.2,12.95696,77.74585,16.44,0.67,0.99,8,0.67,6,0.99,0,1.76,0,2,6,0.5396,88379.0,0.9029,Bangalore,Semi-Furnished,No,Yes,15914984.0
2233.2,4,3,2,0,2.1,28.59404,77.11065,9.83,0.55,0.79,8,0.55,0,0.79,5,1.5,4,3,6,0.5884,64677.0,0.5751,Delhi,Semi-Furnished,No,No,15620467.0
1101.9,3,4,2,1,,19.0233,72.91682,7.15,0.35,0.66,11,0.35,3,0.66,3,1.37,5,2,5,0.3149,65790.0,0.6163,Mumbai,Semi-Furnished,Yes,No,12904311.0
1792.9,3,2,2,1,17.6,19.15605,72.72647,18.18,0.61,1.2,8,0.61,5,1.2,3,1.67,3,2,4,0.2155,97366.0,0.6434,Mumbai,Unfurnished,No,No,14126575.0
2461.2,4,4,1,1,9.3,19.03531,73.01646,15.24,0.5,1.08,5,0.5,2,1.08,2,1.23,5,3,5,0.2027,120000.0,0.3175,Mumbai,Unfurnished,No,No,20389755.0
2412.9,3,3,1,2,14.9,12.9126,77.59516,6.55,0.23,0.94,10,0.23,4,0.94,1,1.19,6,3,7,0.2319,100023.0,0.7124,Bangalore,Semi-Furnished,No,No,15508682.0
1987.5,4,4,2,0,,13.11677,80.17298,11.22,0.27,0.84,6,0.27,3,0.84,1,1.41,0,2,6,0.3155,46909.0,0.561,Chennai,Unfurnished,No,No,9469141.0
2426.2,4,4,2,3,14.9,12.98145,77.62173,3.13,0.38,0.63,10,0.38,2,0.63,3,0.4,4,2,7,0.2636,114942.0,0.5922,Bangalore,Unfurnished,Yes,Yes,19482978.0
2169.0,4,3,2,1,15.6,17.34024,78.35785,14.53,0.35,1.17,6,0.35,2,1.17,0,0.95,2,1,5,0.299,51070.0,0.25,Hyderabad,Unfurnished,No,No,9564437.0
2630.2,4,4,4,3,9.1,13.10828,80.09372,19.34,0.59,1.11,4,0.59,5,1.11,1,1.98,0,0,5,0.1097,81078.0,0.6611,Chennai,Furnished,Yes,No,13873934.0
2038.1,3,3,3,1,25.0,28.65498,77.22513,4.82,0.36,0.46,13,0.36,1,0.46,1,1.04,3,2,7,0.103,95973.0,0.8439,Delhi,Unfurnished,Yes,No,14570876.0
1618.8,2,2,3,0,13.3,18.56893,73.67482,19.89,0.49,1.5,5,0.49,2,1.5,0,2.18,2,2,5,0.0577,31473.0,0.3458,Pune,Furnished,No,No,7371266.0
2068.3,4,4,3,1,2.5,13.03336,77.58682,6.91,0.6,0.97,16,0.6,4,0.97,3,0.65,5,3,4,0.2293,89702.0,0.5073,Bangalore,Unfurnished,No,Yes,16881315.0
550.0,2,2,2,1,12.6,12.98403,77.60143,1.57,0.21,0.76,12,0.21,3,0.76,6,1.41,2,4,6,0.0288,35600.0,0.4873,Bangalore,Furnished,Yes,No,7375435.0
2098.9,3,3,2,2,11.3,18.53745,73.83169,3.24,0.34,0.66,10,0.34,5,0.66,4,1.01,3,1,8,0.3538,50969.0,0.5403,Pune,Unfurnished,No,No,12355946.0
550.0,2,2,1,1,2.7,17.33316,78.46634,6.15,0.43,0.54,12,0.43,6,0.54,4,0.95,1,2,5,0.1598,27497.0,0.3398,Hyderabad,Semi-Furnished,Yes,No,5802179.0
729.7,2,2,3,1,1.6,17.30329,78.51665,9.61,0.61,1.13,10,0.61,5,1.13,2,1.25,1,4,5,0.373,50333.0,0.6845,Hyderabad,Semi-Furnished,Yes,No,7255982.0
2143.6,4,3,1,2,14.2,12.89402,77.59234,8.61,0.58,0.59,12,0.58,5,0.59,3,1.48,4,3,6,0.2219,105265.0,0.7445,Bangalore,Unfurnished,No,Yes,16725066.0
2160.4,3,3,2,1,14.4,28.5962,77.0816,12.57,0.62,1.03,7,0.62,2,1.03,2,1.45,2,1,2,0.3209,59541.0,0.7456,Delhi,Unfurnished,Yes,No,15842626.0
1094.4,3,2,1,1,10.3,12.96856,77.61035,1.74,0.2,0.37,11,0.2,4,0.37,1,0.97,4,2,6,0.1404,69797.0,0.4174,Bangalore,Furnished,No,Yes,10269905.0
1387.1,2,2,2,2,20.8,12.98671,80.17427,14.91,0.43,1.52,8,0.43,2,1.52,1,0.93,1,3,2,0.3444,42113.0,0.7601,Chennai,Unfurnished,Yes,No,7655906.0
2740.9,4,3,1,1,0.2,13.12975,80.33623,8.8,0.22,0.6,9,0.22,5,0.6,2,0.72,3,0,6,0.2215,72756.0,0.5791,Chennai,Unfurnished,No,Yes,15784231.0
1535.4,3,2,2,1,15.7,19.05745,72.79797,8.61,0.48,0.83,12,0.48,6,0.83,4,1.56,0,2,5,0.1203,61085.0,0.4714,Mumbai,Semi-Furnished,Yes,No,13725125.0
3307.9,5,4,3,1,7.3,17.26241,78.38159,17.58,0.5,0.77,3,0.5,3,0.77,3,1.36,4,2,1,0.5307,86800.0,0.5728,Hyderabad,Unfurnished,Yes,Yes,17457006.0
1848.8,3,3,1,1,9.8,13.03704,77.4573,16.53,0.36,1.7,9,0.36,1,1.7,3,1.45,2,2,2,0.2027,71093.0,0.5852,Bangalore,Semi-Furnished,Yes,Yes,14288100.0
2115.2,4,3,1,1,0.7,17.47215,78.45334,10.3,0.2,1.16,14,0.2,0,1.16,6,0.68,2,2,7,0.2214,61965.0,0.6339,Hyderabad,Semi-Furnished,Yes,No,13943951.0
2901.0,4,3,3,0,3.8,12.86683,77.63197,12.31,0.66,1.11,10,0.66,4,1.11,2,0.91,2,1,1,0.0771,120000.0,0.8365,Bangalore,Semi-Furnished,Yes,Yes,20829032.0
1935.2,3,3,1,1,19.6,28.70033,77.1857,9.86,0.2,0.65,11,0.2,5,0.65,1,1.12,3,3,5,0.4691,71567.0,0.7447,Delhi,Unfurnished,Yes,Yes,13361323.0
1198.5,3,3,2,1,3.7,12.90774,77.52834,10.08,0.76,1.05,9,0.76,2,1.05,1,1.97,5,2,8,0.1174,79373.0,0.8583,Bangalore,Unfurnished,Yes,Yes,11920214.0
1778.7,3,3,3,0,2.4,18.51243,73.82611,3.34,0.48,0.42,8,0.48,5,0.42,3,1.46,3,1,4,0.2374,59505.0,0.2672,Pune,Unfurnished,Yes,No,10977087.0
1826.9,3,3,2,2,14.2,12.91969,77.61851,6.32,0.24,0.94,5,0.24,2,0.94,0,1.07,1,1,7,0.514,78393.0,0.4662,Bangalore,Semi-Furnished,Yes,No,12965517.0
962.9,2,2,1,2,7.4,13.11337,80.26456,3.47,0.29,0.3,12,0.29,5,0.3,1,0.79,3,1,9,0.1833,42556.0,0.5945,Chennai,Semi-Furnished,Yes,No,7205903.0
1683.7,3,2,2,0,0.4,19.16289,72.65847,24.94,1.06,1.93,3,1.06,0,1.93,2,3.23,0,2,2,0.2527,71027.0,0.4116,Mumbai,Furnished,Yes,No,13811891.0
1367.6,3,3,4,1,3.2,12.95886,77.62289,3.37,0.33,0.35,8,0.33,6,0.35,4,1.27,3,3,7,0.2805,83859.0,0.4918,Bangalore,Unfurnished,No,No,11030939.0
2450.8,4,3,1,1,9.8,12.96581,77.58464,1.25,0.26,0.64,16,0.26,4,0.64,2,0.86,5,4,7,0.1269,101770.0,0.4128,Bangalore,Semi-Furnished,No,No,16676562.0
1872.5,3,3,2,0,5.8,12.9343,77.58764,4.21,0.31,0.3,9,0.31,5,0.3,1,0.47,2,2,5,0.1562,61202.0,0.5892,Bangalore,Unfurnished,No,No,13863448.0
1666.2,3,2,1,0,3.0,28.59344,77.27494,6.82,0.57,0.92,10,0.57,4,0.92,1,1.0,2,2,6,0.2982,92128.0,0.7798,Delhi,Semi-Furnished,No,Yes,13464546.0
1781.0,3,3,4,1,16.6,12.85237,77.72961,19.71,0.87,1.53,6,0.87,4,1.53,1,2.2,1,0,2,0.3691,43399.0,0.7227,Bangalore,Unfurnished,No,No,10845104.0
1995.0,3,3,1,0,11.1,28.63944,77.25604,5.39,0.51,0.66,12,0.51,6,0.66,3,0.48,5,2,5,0.0715,73103.0,0.9795,Delhi,Semi-Furnished,Yes,No,17192879.0
2250.9,3,3,1,2,13.5,13.02133,80.2989,7.46,0.52,0.84,11,0.52,4,0.84,5,0.9,1,1,3,0.1805,59862.0,0.25,Chennai,Semi-Furnished,No,No,12151532.0
1200.2,2,2,1,2,10.0,18.71892,73.79774,22.89,0.74,1.93,2,0.74,5,1.93,1,2.86,1,2,1,0.1912,44312.0,0.5069,Pune,Furnished,Yes,No,6921864.0
1173.0,3,3,4,2,3.7,28.78976,77.35268,24.02,0.83,1.76,1,0.83,2,1.76,0,2.9,1,3,2,0.1115,56298.0,0.3033,Delhi,Semi-Furnished,No,No,8833747.0
2568.0,4,3,2,2,12.9,17.46919,78.54065,10.95,0.41,0.8,8,0.41,0,0.8,3,1.18,5,5,1,0.0607,106375.0,0.7306,Hyderabad,Semi-Furnished,Yes,No,16034562.0
1582.0,3,3,1,0,3.4,19.07929,72.84076,3.89,0.32,0.6,10,0.32,3,0.6,4,0.64,2,0,4,0.2474,117980.0,0.9413,Mumbai,Semi-Furnished,No,Yes,18819374.0
929.1,2,3,1,1,25.5,12.93613,77.59476,3.94,0.24,0.51,13,0.24,2,0.51,3,0.54,6,2,3,0.1979,49149.0,0.4063,Bangalore,Semi-Furnished,Yes,Yes,9243568.0
2138.5,3,2,3,1,21.7,13.0433,80.2134,7.58,0.47,0.8,8,0.47,2,0.8,2,1.71,3,3,4,0.2566,73066.0,0.4248,Chennai,Semi-Furnished,No,Yes,11031566.0
2151.2,4,3,1,1,1.4,13.03194,80.23619,6.76,0.47,1.04,10,0.47,3,1.04,5,1.39,1,1,6,0.3554,65478.0,0.3566,Chennai,Furnished,No,No,12007349.0
855.0,2,2,2,1,3.1,18.51677,73.90499,5.1,0.2,0.72,13,0.2,3,0.72,3,1.3,4,0,3,0.0938,54464.0,0.7923,Pune,Furnished,Yes,Yes,8450686.0
1999.2,4,4,2,0,5.8,17.22267,78.62756,23.39,1.05,1.74,1,1.05,2,1.74,0,2.8,1,0,1,0.1084,62785.0,0.5829,Hyderabad,Unfurnished,No,Yes,10348485.0
2328.1,4,3,2,2,11.4,18.52808,73.79776,6.26,0.38,1.05,11,0.38,3,1.05,1,0.97,2,5,7,0.1943,98058.0,0.5487,Pune,Furnished,Yes,Yes,15505295.0
2093.4,4,3,2,1,3.6,18.92228,72.73334,22.81,0.94,1.85,5,0.94,5,1.85,1,2.23,2,2,5,0.0743,80006.0,0.4148,Mumbai,Semi-Furnished,No,No,16615918.0
2260.8,3,2,3,0,5.9,12.92942,77.65638,8.16,0.57,0.63,8,0.57,5,0.63,3,0.99,4,3,3,0.2501,97186.0,0.5784,Bangalore,Semi-Furnished,Yes,No,16461935.0
937.2,2,2,1,2,2.6,28.61694,77.28925,7.83,0.52,1.02,5,0.52,1,1.02,0,1.05,3,2,5,0.2959,48287.0,0.5993,Delhi,Unfurnished,No,No,7859074.0
2065.2,4,3,1,0,2.0,28.55675,77.32406,12.88,0.57,0.76,2,0.57,4,0.76,0,1.31,2,2,6,0.1965,93367.0,0.7415,Delhi,Semi-Furnished,Yes,No,15668391.0
1653.3,3,3,1,1,15.7,12.9545,77.56419,3.8,0.49,0.55,10,0.49,4,0.55,2,0.72,1,3,4,0.0824,53273.0,0.6322,Bangalore,Semi-Furnished,No,Yes,14533480.0
1536.2,3,2,1,0,2.0,17.26675,78.52843,13.85,0.44,0.68,8,0.44,0,0.68,0,1.58,4,3,7,0.0387,65085.0,0.7613,Hyderabad,Furnished,No,Yes,10299484.0
2415.9,4,3,2,1,1.4,13.01897,77.54534,7.49,0.53,1.12,10,0.53,3,1.12,1,1.42,4,3,4,0.0461,116310.0,0.7913,Bangalore,Semi-Furnished,Yes,No,17801999.0
2811.5,5,4,2,2,5.4,17.44292,78.59689,13.33,0.33,1.13,6,0.33,3,1.13,4,1.32,0,1,7,0.1411,106732.0,0.5398,Hyderabad,Semi-Furnished,Yes,No,16253973.0
3016.3,5,4,3,2,5.0,28.63248,77.15166,5.96,0.3,0.98,13,0.3,4,0.98,3,1.09,2,4,6,0.1311,120000.0,0.7541,Delhi,Semi-Furnished,No,Yes,28791422.0
2704.6,5,4,3,2,10.7,28.60238,77.18213,2.91,0.2,0.7,14,0.2,2,0.7,4,1.64,1,3,6,0.2976,104367.0,0.6887,Delhi,Furnished,Yes,Yes,23066447.0
1778.7,3,3,1,1,0.5,13.06195,80.15005,13.25,0.69,0.44,6,0.69,5,0.44,2,1.66,3,0,5,0.0534,68535.0,0.9213,Chennai,Furnished,No,No,12487237.0
2079.3,4,4,2,2,13.5,13.09017,80.34461,8.03,0.36,1.09,9,0.36,5,1.09,1,1.55,4,2,7,0.1616,60014.0,0.5703,Chennai,Semi-Furnished,No,No,11321669.0
2348.4,4,3,2,2,11.5,18.46239,73.90899,8.47,0.31,0.97,9,0.31,5,0.97,2,1.55,0,2,4,0.0467,94716.0,0.4159,Pune,Unfurnished,No,Yes,14420429.0
1928.8,3,3,4,2,6.7,28.60546,77.20972,0.94,0.33,0.51,12,0.33,5,0.51,0,1.4,5,6,8,0.2197,88012.0,0.7628,Delhi,Semi-Furnished,No,No,17798251.0
1935.0,3,3,1,1,5.3,28.65901,77.24256,5.98,0.37,0.75,11,0.37,4,0.75,4,1.04,2,2,4,0.02,101945.0,0.5027,Delhi,Semi-Furnished,No,No,14776697.0
2385.4,4,4,2,1,12.6,28.6218,77.22753,2.01,0.2,0.6,15,0.2,6,0.6,2,1.11,4,2,9,0.1827,98884.0,0.4085,Delhi,Furnished,No,No,18291466.0
1811.5,4,3,1,0,3.7,18.51025,73.88843,3.52,0.38,0.74,8,0.38,5,0.74,2,1.09,3,2,7,0.1126,70248.0,0.7979,Pune,Semi-Furnished,Yes,Yes,14757443.0
1376.0,3,3,1,1,30.1,17.34917,78.43265,6.97,0.59,0.84,9,0.59,5,0.84,2,1.42,6,1,6,0.2485,30081.0,0.3344,Hyderabad,Unfurnished,No,No,6984757.0
1580.6,3,3,2,2,10.8,12.8417,77.63067,14.94,0.56,1.23,7,0.56,4,1.23,4,1.36,1,2,6,0.1424,74327.0,0.651,Bangalore,Semi-Furnished,Yes,No,12714964.0
2262.0,4,3,1,2,11.8,28.61977,77.20223,0.93,0.24,1.06,9,0.24,5,1.06,1,1.26,4,3,6,0.1678,104083.0,0.3603,Delhi,Semi-Furnished,Yes,No,17191766.0
1851.9,4,4,1,2,4.0,17.54317,78.5116,17.75,0.58,1.08,5,0.58,5,1.08,2,1.01,3,2,1,0.3575,53703.0,0.5838,Hyderabad,Semi-Furnished,No,No,10431714.0
2071.1,4,3,2,1,0.2,19.00606,72.78096,12.78,0.49,1.1,12,0.49,5,1.1,1,1.43,2,2,3,0.3114,117099.0,0.8291,Mumbai,Semi-Furnished,No,No,19063867.0
2285.6,4,3,1,1,23.7,19.19364,73.0652,23.61,1.02,1.51,7,1.02,4,1.51,2,2.65,3,0,1,0.1942,113790.0,0.7942,Mumbai,Furnished,Yes,No,16101008.0
1606.4,3,3,1,3,5.6,18.52732,73.85884,0.8,0.35,0.38,13,0.35,4,0.38,2,0.57,3,1,3,0.0687,70103.0,0.3537,Pune,Furnished,Yes,No,11378482.0
2341.6,4,4,2,1,3.3,13.03598,80.2318,6.68,0.2,0.37,9,0.2,1,0.37,1,1.13,4,1,8,0.1161,86946.0,0.5983,Chennai,Unfurnished,No,Yes,15188021.0
2096.2,3,3,2,0,11.2,19.0134,72.94273,9.74,0.41,0.99,6,0.41,3,0.99,4,0.86,5,2,3,0.1115,91839.0,0.6662,Mumbai,Unfurnished,Yes,No,19447616.0
1047.4,2,2,2,1,0.4,13.05384,80.37667,11.9,0.59,0.7,10,0.59,2,0.7,1,1.43,2,1,9,0.4377,47246.0,0.7566,Chennai,Furnished,No,No,7413319.0
2787.5,5,4,4,2,17.2,18.52739,73.85856,0.8,0.34,0.66,14,0.34,8,0.66,4,0.54,3,3,7,0.0776,115758.0,0.807,Pune,Unfurnished,Yes,No,17614214.0
1524.5,2,2,1,1,14.8,19.12807,72.88649,5.85,0.2,0.9,8,0.2,0,0.9,3,0.6,3,4,4,0.5361,62254.0,0.2564,Mumbai,Unfurnished,No,Yes,12820179.0
774.2,2,2,1,0,22.0,19.07801,72.96651,9.32,0.37,0.86,10,0.37,7,0.86,4,0.83,1,4,4,0.073,50197.0,0.4496,Mumbai,Furnished,No,No,7568932.0
1170.7,2,2,1,1,1.8,28.61066,77.16709,4.1,0.23,0.55,7,0.23,5,0.55,2,0.7,5,3,6,0.4107,55144.0,0.5691,Delhi,Semi-Furnished,Yes,No,10683110.0
1186.3,2,2,2,2,3.1,18.5531,73.82074,5.24,0.35,0.32,12,0.35,5,0.32,2,0.77,4,4,6,0.4626,40299.0,0.7116,Pune,Unfurnished,Yes,No,8537483.0
1883.9,3,2,1,1,2.0,28.72375,77.29222,14.64,0.55,0.79,4,0.55,6,0.79,0,1.63,3,2,2,0.2833,60581.0,0.6433,Delhi,Semi-Furnished,No,No,14163677.0
1672.0,3,3,3,0,3.3,18.51854,73.81933,3.94,0.31,0.83,13,0.31,8,0.83,2,1.21,5,4,7,0.0781,67878.0,0.5258,Pune,Semi-Furnished,No,No,11078784.0
1631.1,3,2,2,0,9.4,19.10177,72.85929,3.45,0.26,0.92,13,0.26,5,0.92,2,0.44,5,5,7,0.1774,119066.0,0.5968,Mumbai,Semi-Furnished,Yes,No,15804048.0
2252.8,4,3,2,1,6.5,12.92515,77.68718,11.26,0.65,0.73,13,0.65,4,0.73,0,1.1,4,2,7,0.6753,60168.0,0.5667,Bangalore,Semi-Furnished,No,Yes,14655302.0
2070.9,3,2,3,1,2.6,17.27884,78.52577,12.49,0.38,1.23,10,0.38,4,1.23,1,1.6,2,0,5,0.464,60028.0,0.361,Hyderabad,Furnished,No,Yes,12643643.0
2055.4,4,4,2,0,6.4,28.45023,77.25451,18.7,0.64,1.85,10,0.64,3,1.85,0,1.81,2,0,8,0.1255,57529.0,0.683,Delhi,,No,No,13670511.0
2116.4,3,3,2,2,22.3,12.92007,77.63132,6.96,0.2,1.13,7,0.2,4,1.13,2,1.46,3,0,5,0.6363,67435.0,0.5994,Bangalore,Unfurnished,Yes,No,12285257.0
2250.5,5,4,2,2,1.7,18.52798,73.80594,5.41,0.5,0.63,7,0.5,5,0.63,3,0.65,4,2,7,0.3118,80815.0,0.3266,Pune,Furnished,Yes,Yes,15132161.0
550.0,2,2,1,0,1.3,18.88029,72.76924,24.52,0.95,2.16,4,0.95,0,2.16,2,3.42,0,2,3,0.0628,34998.0,0.5545,Mumbai,Unfurnished,Yes,No,5645256.0
1613.1,3,2,2,1,21.8,12.98906,77.5238,7.9,0.26,0.71,6,0.26,5,0.71,3,1.36,2,3,5,0.1759,61727.0,0.4832,Bangalore,Furnished,Yes,No,10931888.0
550.0,1,1,1,1,13.5,13.0664,80.23377,4.38,0.2,0.96,17,0.2,2,0.96,3,0.89,2,3,5,0.1092,35990.0,0.7197,Chennai,Semi-Furnished,Yes,Yes,6584162.0
1873.4,4,3,2,1,2.7,13.06957,80.24198,3.43,0.31,0.41,14,0.31,5,0.41,3,0.64,3,5,9,0.1945,99362.0,0.8038,Chennai,Semi-Furnished,Yes,Yes,12978457.0
1847.0,3,3,3,1,18.8,12.97537,77.51083,9.07,0.61,1.11,7,0.61,5,1.11,0,1.42,2,2,3,0.0417,52521.0,0.4943,Bangalore,Unfurnished,No,No,12553128.0
2529.6,4,3,2,1,19.7,28.58954,77.46993,25.57,1.22,1.66,1,1.22,0,1.66,1,3.02,0,0,2,0.0928,60333.0,0.5204,Delhi,Semi-Furnished,No,No,12739588.0
2622.0,5,4,1,1,1.8,19.0598,72.78626,9.76,0.38,1.11,9,0.38,0,1.11,2,1.23,5,2,3,0.2333,120000.0,0.6913,Mumbai,Semi-Furnished,Yes,Yes,28829529.0
1981.8,3,2,1,0,0.1,13.00613,77.63454,5.78,0.27,0.53,10,0.27,5,0.53,2,1.32,1,3,4,0.2228,102656.0,0.7699,Bangalore,Furnished,Yes,No,17233310.0
1524.8,3,3,3,2,26.7,19.02854,72.8389,6.66,0.58,0.55,6,0.58,1,0.55,4,0.91,5,4,5,0.2568,96097.0,0.5415,Mumbai,Semi-Furnished,No,Yes,13527090.0
2165.4,4,4,1,1,13.0,28.59396,77.03231,17.36,0.47,1.07,6,0.47,3,1.07,1,2.04,4,4,4,0.2335,61116.0,0.7673,Delhi,Furnished,Yes,No,13893640.0
1506.9,3,2,2,0,5.9,13.1481,80.16723,13.34,0.51,0.5,8,0.51,2,0.5,2,1.4,3,3,1,0.1946,50425.0,0.8938,Chennai,Unfurnished,Yes,No,8787916.0
1849.1,4,4,2,1,9.5,19.04554,72.86083,3.82,0.32,0.75,16,0.32,5,0.75,4,1.16,5,3,6,0.1082,120000.0,0.8369,Mumbai,Unfurnished,No,No,20219782.0
2491.0,3,3,1,1,3.4,13.21068,80.27925,14.24,0.74,0.77,8,0.74,5,0.77,1,1.51,0,3,4,0.0693,61512.0,0.7901,Chennai,Furnished,No,No,13143812.0
1487.4,3,3,2,1,43.4,12.99956,77.59689,3.11,0.31,0.66,14,0.31,2,0.66,5,1.43,6,1,5,0.4946,60880.0,0.5132,Bangalore,Semi-Furnished,No,No,10373043.0
2373.7,4,3,1,0,8.9,19.13191,72.876,6.21,0.72,0.88,11,0.72,7,0.88,2,1.78,4,2,4,0.1897,120000.0,0.9685,Mumbai,Unfurnished,No,Yes,26807004.0
2290.3,5,4,2,1,1.2,19.04745,72.92392,5.79,0.4,0.57,11,0.4,4,0.57,2,1.56,2,1,6,0.3524,120000.0,0.6063,Mumbai,Unfurnished,Yes,Yes,25308313.0
1229.4,3,3,1,1,0.2,28.75825,77.35659,21.53,0.59,1.33,3,0.59,3,1.33,1,2.76,2,2,2,0.3202,50737.0,0.7898,Delhi,Furnished,No,Yes,10736596.0
2483.0,5,4,1,1,0.6,12.95101,77.63309,4.75,0.5,0.62,8,0.5,7,0.62,2,0.4,1,2,6,0.0418,99146.0,0.6621,Bangalore,Unfurnished,Yes,Yes,21648192.0
2304.1,4,4,1,1,3.7,17.41551,78.47296,3.69,0.56,0.42,12,0.56,5,0.42,3,1.01,3,1,6,0.2253,61693.0,0.2993,Hyderabad,Semi-Furnished,No,No,14491690.0
1916.3,3,3,3,2,11.0,13.0396,77.50935,11.92,0.49,0.78,7,0.49,3,0.78,3,1.66,3,1,6,0.0719,102189.0,0.7694,Bangalore,Furnished,No,Yes,16392049.0
1354.5,2,2,2,2,6.2,18.50809,73.86586,1.67,0.45,0.4,9,0.45,5,0.4,4,0.58,5,5,10,0.2505,55736.0,0.3119,Pune,Semi-Furnished,No,No,8322001.0
1291.5,2,2,3,1,1.9,13.07216,77.58955,11.18,0.75,1.0,9,0.75,4,1.0,0,1.75,3,0,4,0.1378,64393.0,0.5272,Bangalore,Furnished,No,No,10183140.0
1500.5,3,3,2,1,5.4,28.58206,77.21173,3.54,0.43,0.84,8,0.43,6,0.84,5,0.45,6,2,9,0.1138,81595.0,0.8543,Delhi,Unfurnished,No,Yes,13430143.0
2202.7,4,3,3,2,29.1,28.69383,77.26739,10.54,0.2,0.84,12,0.2,6,0.84,3,1.12,2,2,6,0.1534,73942.0,0.25,Delhi,Semi-Furnished,Yes,No,14092528.0
1228.8,2,2,2,1,20.9,18.52935,73.77822,8.32,0.25,0.71,8,0.25,5,0.71,1,0.94,4,3,4,0.2459,39070.0,0.5938,Pune,Unfurnished,No,No,7166379.0
2134.4,4,3,1,1,2.8,17.29419,78.56172,12.84,0.47,0.89,1,0.47,0,0.89,0,0.87,3,3,4,0.1123,46046.0,0.417,Hyderabad,Semi-Furnished,No,No,11283704.0
1042.9,2,2,2,2,1.6,28.57881,77.31538,11.07,0.4,0.88,11,0.4,6,0.88,1,1.97,3,1,3,0.3222,66547.0,0.7724,Delhi,Furnished,No,No,9774756.0
1717.4,3,3,1,1,32.7,13.07392,80.23591,3.89,0.22,1.03,15,0.22,5,1.03,4,1.08,2,4,8,0.0751,62371.0,0.462,Chennai,Furnished,No,No,9146106.0
1921.3,3,3,3,0,1.6,18.49302,73.92828,8.12,0.58,0.3,9,0.58,6,0.3,4,1.05,8,5,7,,70127.0,0.4357,Pune,Unfurnished,Yes,No,12013776.0
3439.3,5,4,3,2,7.1,18.44595,73.8881,8.9,0.35,0.3,9,0.35,4,0.3,3,1.59,1,3,3,0.0388,105803.0,0.9523,Pune,Semi-Furnished,Yes,Yes,21777183.0
954.7,2,2,1,1,32.9,12.99559,77.52503,7.98,0.71,0.63,8,0.71,1,0.63,3,1.21,5,2,5,0.3188,46200.0,0.5653,Bangalore,Semi-Furnished,No,No,6621166.0
2806.8,4,3,3,1,2.6,17.37136,78.49683,1.86,0.28,0.47,16,0.28,1,0.47,4,0.53,4,3,5,0.3604,102228.0,0.7783,Hyderabad,Unfurnished,No,Yes,18842246.0
1947.4,4,3,1,0,0.5,17.35864,78.44102,5.66,0.46,0.52,10,0.46,3,0.52,0,1.78,3,3,4,0.2137,62872.0,0.4338,Hyderabad,Unfurnished,Yes,No,12324893.0
